home_team,away_team,date,home_team_box,away_team_box,pt20_scorers,pt30_scorers,pt40_scorers,pt50_scorers
POR,NYK,2019-12-10,"{'PLAYER': 'Team Totals', 'MP': '240', 'FG': '39', 'FGA': '90', 'FG%': '.433', '3P': '17', '3PA': '41', '3P%': '.415', 'FT': '20', 'FTA': '24', 'FT%': '.833', 'ORB': '11', 'DRB': '47', 'TRB': '58', 'AST': '20', 'STL': '6', 'BLK': '7', 'TOV': '12', 'PF': '21', 'PTS': '115', '+/-': nan}","{'PLAYER': 'Team Totals', 'MP': '240', 'FG': '32', 'FGA': '91', 'FG%': '.352', '3P': '7', '3PA': '38', '3P%': '.184', 'FT': '16', 'FTA': '26', 'FT%': '.615', 'ORB': '11', 'DRB': '36', 'TRB': '47', 'AST': '16', 'STL': '5', 'BLK': '3', 'TOV': '11', 'PF': '18', 'PTS': '87', '+/-': nan}",1,1,0,0
IND,BOS,2019-12-11,"{'PLAYER': 'Team Totals', 'MP': '240', 'FG': '41', 'FGA': '85', 'FG%': '.482', '3P': '10', '3PA': '25', '3P%': '.400', 'FT': '30', 'FTA': '36', 'FT%': '.833', 'ORB': '5', 'DRB': '31', 'TRB': '36', 'AST': '27', 'STL': '11', 'BLK': '4', 'TOV': '10', 'PF': '18', 'PTS': '122', '+/-': nan}","{'PLAYER': 'Team Totals', 'MP': '240', 'FG': '43', 'FGA': '87', 'FG%': '.494', '3P': '14', '3PA': '36', '3P%': '.389', 'FT': '17', 'FTA': '22', 'FT%': '.773', 'ORB': '8', 'DRB': '36', 'TRB': '44', 'AST': '25', 'STL': '6', 'BLK': '4', 'TOV': '15', 'PF': '27', 'PTS': '117', '+/-': nan}",2,1,1,0
CLE,HOU,2019-12-11,"{'PLAYER': 'Team Totals', 'MP': '240', 'FG': '46', 'FGA': '89', 'FG%': '.517', '3P': '13', '3PA': '32', '3P%': '.406', 'FT': '5', 'FTA': '8', 'FT%': '.625', 'ORB': '9', 'DRB': '27', 'TRB': '36', 'AST': '29', 'STL': '8', 'BLK': '4', 'TOV': '15', 'PF': '15', 'PTS': '110', '+/-': nan}","{'PLAYER': 'Team Totals', 'MP': '240', 'FG': '43', 'FGA': '87', 'FG%': '.494', '3P': '17', '3PA': '42', '3P%': '.405', 'FT': '13', 'FTA': '13', 'FT%': '1.000', 'ORB': '11', 'DRB': '25', 'TRB': '36', 'AST': '18', 'STL': '10', 'BLK': '6', 'TOV': '13', 'PF': '14', 'PTS': '116', '+/-': nan}",3,1,1,1
TOR,LAC,2019-12-11,"{'PLAYER': 'Team Totals', 'MP': '240', 'FG': '31', 'FGA': '88', 'FG%': '.352', '3P': '8', '3PA': '36', '3P%': '.222', 'FT': '22', 'FTA': '25', 'FT%': '.880', 'ORB': '15', 'DRB': '32', 'TRB': '47', 'AST': '21', 'STL': '10', 'BLK': '8', 'TOV': '18', 'PF': '24', 'PTS': '92', '+/-': nan}","{'PLAYER': 'Team Totals', 'MP': '240', 'FG': '38', 'FGA': '86', 'FG%': '.442', '3P': '12', '3PA': '40', '3P%': '.300', 'FT': '24', 'FTA': '27', 'FT%': '.889', 'ORB': '12', 'DRB': '38', 'TRB': '50', 'AST': '29', 'STL': '8', 'BLK': '5', 'TOV': '18', 'PF': '21', 'PTS': '112', '+/-': nan}",3,0,0,0
ORL,LAL,2019-12-11,"{'PLAYER': 'Team Totals', 'MP': '240', 'FG': '34', 'FGA': '81', 'FG%': '.420', '3P': '8', '3PA': '26', '3P%': '.308', 'FT': '11', 'FTA': '17', 'FT%': '.647', 'ORB': '8', 'DRB': '33', 'TRB': '41', 'AST': '20', 'STL': '10', 'BLK': '5', 'TOV': '14', 'PF': '17', 'PTS': '87', '+/-': nan}","{'PLAYER': 'Team Totals', 'MP': '240', 'FG': '37', 'FGA': '87', 'FG%': '.425', '3P': '12', '3PA': '31', '3P%': '.387', 'FT': '10', 'FTA': '19', 'FT%': '.526', 'ORB': '12', 'DRB': '37', 'TRB': '49', 'AST': '20', 'STL': '10', 'BLK': '4', 'TOV': '13', 'PF': '17', 'PTS': '96', '+/-': nan}",1,0,0,0
CHI,ATL,2019-12-11,"{'PLAYER': 'Team Totals', 'MP': '240', 'FG': '54', 'FGA': '94', 'FG%': '.574', '3P': '11', '3PA': '24', '3P%': '.458', 'FT': '17', 'FTA': '19', 'FT%': '.895', 'ORB': '7', 'DRB': '35', 'TRB': '42', 'AST': '32', 'STL': '15', 'BLK': '7', 'TOV': '13', 'PF': '25', 'PTS': '136', '+/-': nan}","{'PLAYER': 'Team Totals', 'MP': '240', 'FG': '35', 'FGA': '83', 'FG%': '.422', '3P': '13', '3PA': '38', '3P%': '.342', 'FT': '19', 'FTA': '26', 'FT%': '.731', 'ORB': '10', 'DRB': '31', 'TRB': '41', 'AST': '26', 'STL': '7', 'BLK': '5', 'TOV': '23', 'PF': '20', 'PTS': '102', '+/-': nan}",2,1,0,0
MIN,UTA,2019-12-11,"{'PLAYER': 'Team Totals', 'MP': '240', 'FG': '40', 'FGA': '91', 'FG%': '.440', '3P': '15', '3PA': '41', '3P%': '.366', 'FT': '21', 'FTA': '26', 'FT%': '.808', 'ORB': '15', 'DRB': '27', 'TRB': '42', 'AST': '18', 'STL': '9', 'BLK': '3', 'TOV': '11', 'PF': '19', 'PTS': '116', '+/-': nan}","{'PLAYER': 'Team Totals', 'MP': '240', 'FG': '47', 'FGA': '83', 'FG%': '.566', '3P': '16', '3PA': '35', '3P%': '.457', 'FT': '17', 'FTA': '22', 'FT%': '.773', 'ORB': '11', 'DRB': '34', 'TRB': '45', 'AST': '23', 'STL': '4', 'BLK': '7', 'TOV': '15', 'PF': '22', 'PTS': '127', '+/-': nan}",5,1,0,0
PHO,MEM,2019-12-11,"{'PLAYER': 'Team Totals', 'MP': '240', 'FG': '37', 'FGA': '93', 'FG%': '.398', '3P': '9', '3PA': '34', '3P%': '.265', 'FT': '25', 'FTA': '30', 'FT%': '.833', 'ORB': '8', 'DRB': '36', 'TRB': '44', 'AST': '29', 'STL': '6', 'BLK': '4', 'TOV': '12', 'PF': '20', 'PTS': '108', '+/-': nan}","{'PLAYER': 'Team Totals', 'MP': '240', 'FG': '42', 'FGA': '87', 'FG%': '.483', '3P': '10', '3PA': '24', '3P%': '.417', 'FT': '21', 'FTA': '26', 'FT%': '.808', 'ORB': '7', 'DRB': '48', 'TRB': '55', 'AST': '23', 'STL': '8', 'BLK': '4', 'TOV': '18', 'PF': '28', 'PTS': '115', '+/-': nan}",4,0,0,0
MIL,NOP,2019-12-11,"{'PLAYER': 'Team Totals', 'MP': '240', 'FG': '50', 'FGA': '93', 'FG%': '.538', '3P': '19', '3PA': '39', '3P%': '.487', 'FT': '8', 'FTA': '9', 'FT%': '.889', 'ORB': '5', 'DRB': '38', 'TRB': '43', 'AST': '27', 'STL': '13', 'BLK': '2', 'TOV': '14', 'PF': '17', 'PTS': '127', '+/-': nan}","{'PLAYER': 'Team Totals', 'MP': '240', 'FG': '39', 'FGA': '88', 'FG%': '.443', '3P': '16', '3PA': '45', '3P%': '.356', 'FT': '18', 'FTA': '22', 'FT%': '.818', 'ORB': '7', 'DRB': '35', 'TRB': '42', 'AST': '29', 'STL': '8', 'BLK': '5', 'TOV': '21', 'PF': '17', 'PTS': '112', '+/-': nan}",5,1,0,0
SAC,OKC,2019-12-11,"{'PLAYER': 'Team Totals', 'MP': '240', 'FG': '39', 'FGA': '88', 'FG%': '.443', '3P': '10', '3PA': '31', '3P%': '.323', 'FT': '6', 'FTA': '10', 'FT%': '.600', 'ORB': '6', 'DRB': '35', 'TRB': '41', 'AST': '12', 'STL': '8', 'BLK': '3', 'TOV': '15', 'PF': '21', 'PTS': '94', '+/-': nan}","{'PLAYER': 'Team Totals', 'MP': '240', 'FG': '34', 'FGA': '79', 'FG%': '.430', '3P': '13', '3PA': '33', '3P%': '.394', 'FT': '12', 'FTA': '18', 'FT%': '.667', 'ORB': '7', 'DRB': '36', 'TRB': '43', 'AST': '24', 'STL': '8', 'BLK': '8', 'TOV': '15', 'PF': '16', 'PTS': '93', '+/-': nan}",1,0,0,0
GSW,NYK,2019-12-11,"{'PLAYER': 'Team Totals', 'MP': '265', 'FG': '45', 'FGA': '104', 'FG%': '.433', '3P': '10', '3PA': '37', '3P%': '.270', 'FT': '22', 'FTA': '30', 'FT%': '.733', 'ORB': '14', 'DRB': '32', 'TRB': '46', 'AST': '27', 'STL': '10', 'BLK': '6', 'TOV': '8', 'PF': '25', 'PTS': '122', '+/-': nan}","{'PLAYER': 'Team Totals', 'MP': '265', 'FG': '43', 'FGA': '90', 'FG%': '.478', '3P': '12', '3PA': '29', '3P%': '.414', 'FT': '26', 'FTA': '34', 'FT%': '.765', 'ORB': '12', 'DRB': '46', 'TRB': '58', 'AST': '25', 'STL': '5', 'BLK': '7', 'TOV': '18', 'PF': '24', 'PTS': '124', '+/-': nan}",4,2,0,0
BOS,PHI,2019-12-12,"{'PLAYER': 'Team Totals', 'MP': '240', 'FG': '42', 'FGA': '91', 'FG%': '.462', '3P': '11', '3PA': '31', '3P%': '.355', 'FT': '14', 'FTA': '17', 'FT%': '.824', 'ORB': '9', 'DRB': '24', 'TRB': '33', 'AST': '24', 'STL': '4', 'BLK': '7', 'TOV': '6', 'PF': '25', 'PTS': '109', '+/-': nan}","{'PLAYER': 'Team Totals', 'MP': '240', 'FG': '41', 'FGA': '82', 'FG%': '.500', '3P': '14', '3PA': '28', '3P%': '.500', 'FT': '19', 'FTA': '23', 'FT%': '.826', 'ORB': '8', 'DRB': '37', 'TRB': '45', 'AST': '27', 'STL': '4', 'BLK': '8', 'TOV': '11', 'PF': '19', 'PTS': '115', '+/-': nan}",3,1,0,0
SAS,CLE,2019-12-12,"{'PLAYER': 'Team Totals', 'MP': '265', 'FG': '42', 'FGA': '86', 'FG%': '.488', '3P': '5', '3PA': '16', '3P%': '.313', 'FT': '20', 'FTA': '25', 'FT%': '.800', 'ORB': '2', 'DRB': '34', 'TRB': '36', 'AST': '19', 'STL': '11', 'BLK': '7', 'TOV': '12', 'PF': '21', 'PTS': '109', '+/-': nan}","{'PLAYER': 'Team Totals', 'MP': '265', 'FG': '44', 'FGA': '96', 'FG%': '.458', '3P': '15', '3PA': '45', '3P%': '.333', 'FT': '14', 'FTA': '20', 'FT%': '.700', 'ORB': '11', 'DRB': '39', 'TRB': '50', 'AST': '22', 'STL': '6', 'BLK': '3', 'TOV': '18', 'PF': '22', 'PTS': '117', '+/-': nan}",4,0,0,0
DET,DAL,2019-12-12,"{'PLAYER': 'Team Totals', 'MP': '240', 'FG': '40', 'FGA': '89', 'FG%': '.449', '3P': '15', '3PA': '42', '3P%': '.357', 'FT': '16', 'FTA': '23', 'FT%': '.696', 'ORB': '5', 'DRB': '29', 'TRB': '34', 'AST': '23', 'STL': '8', 'BLK': '2', 'TOV': '7', 'PF': '16', 'PTS': '111', '+/-': nan}","{'PLAYER': 'Team Totals', 'MP': '240', 'FG': '45', 'FGA': '88', 'FG%': '.511', '3P': '16', '3PA': '44', '3P%': '.364', 'FT': '16', 'FTA': '23', 'FT%': '.696', 'ORB': '11', 'DRB': '41', 'TRB': '52', 'AST': '25', 'STL': '4', 'BLK': '5', 'TOV': '11', 'PF': '21', 'PTS': '122', '+/-': nan}",3,1,1,0
DEN,POR,2019-12-12,"{'PLAYER': 'Team Totals', 'MP': '240', 'FG': '42', 'FGA': '88', 'FG%': '.477', '3P': '18', '3PA': '36', '3P%': '.500', 'FT': '12', 'FTA': '19', 'FT%': '.632', 'ORB': '15', 'DRB': '33', 'TRB': '48', 'AST': '25', 'STL': '6', 'BLK': '2', 'TOV': '10', 'PF': '13', 'PTS': '114', '+/-': nan}","{'PLAYER': 'Team Totals', 'MP': '240', 'FG': '41', 'FGA': '86', 'FG%': '.477', '3P': '9', '3PA': '30', '3P%': '.300', 'FT': '8', 'FTA': '11', 'FT%': '.727', 'ORB': '7', 'DRB': '28', 'TRB': '35', 'AST': '22', 'STL': '4', 'BLK': '7', 'TOV': '8', 'PF': '16', 'PTS': '99', '+/-': nan}",1,1,0,0
ORL,HOU,2019-12-13,"{'PLAYER': 'Team Totals', 'MP': '240', 'FG': '40', 'FGA': '91', 'FG%': '.440', '3P': '15', '3PA': '37', '3P%': '.405', 'FT': '12', 'FTA': '16', 'FT%': '.750', 'ORB': '13', 'DRB': '24', 'TRB': '37', 'AST': '24', 'STL': '3', 'BLK': '6', 'TOV': '6', 'PF': '15', 'PTS': '107', '+/-': nan}","{'PLAYER': 'Team Totals', 'MP': '240', 'FG': '48', 'FGA': '86', 'FG%': '.558', '3P': '22', '3PA': '39', '3P%': '.564', 'FT': '12', 'FTA': '13', 'FT%': '.923', 'ORB': '7', 'DRB': '35', 'TRB': '42', 'AST': '21', 'STL': '5', 'BLK': '7', 'TOV': '9', 'PF': '20', 'PTS': '130', '+/-': nan}",4,1,1,1
MIA,LAL,2019-12-13,"{'PLAYER': 'Team Totals', 'MP': '240', 'FG': '39', 'FGA': '85', 'FG%': '.459', '3P': '10', '3PA': '33', '3P%': '.303', 'FT': '22', 'FTA': '28', 'FT%': '.786', 'ORB': '5', 'DRB': '29', 'TRB': '34', 'AST': '24', 'STL': '8', 'BLK': '2', 'TOV': '8', 'PF': '21', 'PTS': '110', '+/-': nan}","{'PLAYER': 'Team Totals', 'MP': '240', 'FG': '43', 'FGA': '87', 'FG%': '.494', '3P': '12', '3PA': '37', '3P%': '.324', 'FT': '15', 'FTA': '23', 'FT%': '.652', 'ORB': '14', 'DRB': '36', 'TRB': '50', 'AST': '26', 'STL': '5', 'BLK': '9', 'TOV': '19', 'PF': '23', 'PTS': '113', '+/-': nan}",3,1,0,0
PHI,NOP,2019-12-13,"{'PLAYER': 'Team Totals', 'MP': '240', 'FG': '43', 'FGA': '87', 'FG%': '.494', '3P': '7', '3PA': '20', '3P%': '.350', 'FT': '23', 'FTA': '34', 'FT%': '.676', 'ORB': '9', 'DRB': '38', 'TRB': '47', 'AST': '24', 'STL': '7', 'BLK': '8', 'TOV': '9', 'PF': '24', 'PTS': '116', '+/-': nan}","{'PLAYER': 'Team Totals', 'MP': '240', 'FG': '38', 'FGA': '88', 'FG%': '.432', '3P': '9', '3PA': '24', '3P%': '.375', 'FT': '24', 'FTA': '35', 'FT%': '.686', 'ORB': '12', 'DRB': '33', 'TRB': '45', 'AST': '24', 'STL': '5', 'BLK': '2', 'TOV': '9', 'PF': '29', 'PTS': '109', '+/-': nan}",4,2,0,0
ATL,IND,2019-12-13,"{'PLAYER': 'Team Totals', 'MP': '240', 'FG': '39', 'FGA': '94', 'FG%': '.415', '3P': '6', '3PA': '28', '3P%': '.214', 'FT': '16', 'FTA': '23', 'FT%': '.696', 'ORB': '12', 'DRB': '38', 'TRB': '50', 'AST': '24', 'STL': '6', 'BLK': '4', 'TOV': '15', 'PF': '20', 'PTS': '100', '+/-': nan}","{'PLAYER': 'Team Totals', 'MP': '240', 'FG': '46', 'FGA': '92', 'FG%': '.500', '3P': '7', '3PA': '22', '3P%': '.318', 'FT': '11', 'FTA': '15', 'FT%': '.733', 'ORB': '6', 'DRB': '40', 'TRB': '46', 'AST': '28', 'STL': '7', 'BLK': '0', 'TOV': '14', 'PF': '21', 'PTS': '110', '+/-': nan}",2,0,0,0
CHI,CHO,2019-12-13,"{'PLAYER': 'Team Totals', 'MP': '240', 'FG': '27', 'FGA': '90', 'FG%': '.300', '3P': '7', '3PA': '34', '3P%': '.206', 'FT': '12', 'FTA': '14', 'FT%': '.857', 'ORB': '11', 'DRB': '34', 'TRB': '45', 'AST': '20', 'STL': '11', 'BLK': '7', 'TOV': '12', 'PF': '20', 'PTS': '73', '+/-': nan}","{'PLAYER': 'Team Totals', 'MP': '240', 'FG': '30', 'FGA': '79', 'FG%': '.380', '3P': '6', '3PA': '31', '3P%': '.194', 'FT': '17', 'FTA': '21', 'FT%': '.810', 'ORB': '11', 'DRB': '49', 'TRB': '60', 'AST': '21', 'STL': '9', 'BLK': '5', 'TOV': '20', 'PF': '16', 'PTS': '83', '+/-': nan}",0,0,0,0
MEM,MIL,2019-12-13,"{'PLAYER': 'Team Totals', 'MP': '240', 'FG': '38', 'FGA': '98', 'FG%': '.388', '3P': '20', '3PA': '49', '3P%': '.408', 'FT': '18', 'FTA': '23', 'FT%': '.783', 'ORB': '11', 'DRB': '34', 'TRB': '45', 'AST': '27', 'STL': '9', 'BLK': '5', 'TOV': '13', 'PF': '26', 'PTS': '114', '+/-': nan}","{'PLAYER': 'Team Totals', 'MP': '240', 'FG': '44', 'FGA': '87', 'FG%': '.506', '3P': '11', '3PA': '30', '3P%': '.367', 'FT': '28', 'FTA': '33', 'FT%': '.848', 'ORB': '9', 'DRB': '46', 'TRB': '55', 'AST': '22', 'STL': '4', 'BLK': '3', 'TOV': '17', 'PF': '21', 'PTS': '127', '+/-': nan}",3,2,1,0
UTA,GSW,2019-12-13,"{'PLAYER': 'Team Totals', 'MP': '240', 'FG': '37', 'FGA': '79', 'FG%': '.468', '3P': '16', '3PA': '38', '3P%': '.421', 'FT': '24', 'FTA': '31', 'FT%': '.774', 'ORB': '7', 'DRB': '36', 'TRB': '43', 'AST': '22', 'STL': '5', 'BLK': '3', 'TOV': '13', 'PF': '20', 'PTS': '114', '+/-': nan}","{'PLAYER': 'Team Totals', 'MP': '240', 'FG': '41', 'FGA': '91', 'FG%': '.451', '3P': '9', '3PA': '29', '3P%': '.310', 'FT': '15', 'FTA': '22', 'FT%': '.682', 'ORB': '14', 'DRB': '34', 'TRB': '48', 'AST': '19', 'STL': '9', 'BLK': '7', 'TOV': '12', 'PF': '26', 'PTS': '106', '+/-': nan}",4,1,0,0
MIN,LAC,2019-12-13,"{'PLAYER': 'Team Totals', 'MP': '240', 'FG': '38', 'FGA': '85', 'FG%': '.447', '3P': '10', '3PA': '41', '3P%': '.244', 'FT': '31', 'FTA': '37', 'FT%': '.838', 'ORB': '7', 'DRB': '32', 'TRB': '39', 'AST': '17', 'STL': '9', 'BLK': '3', 'TOV': '18', 'PF': '26', 'PTS': '117', '+/-': nan}","{'PLAYER': 'Team Totals', 'MP': '240', 'FG': '39', 'FGA': '79', 'FG%': '.494', '3P': '11', '3PA': '25', '3P%': '.440', 'FT': '35', 'FTA': '39', 'FT%': '.897', 'ORB': '8', 'DRB': '37', 'TRB': '45', 'AST': '16', 'STL': '5', 'BLK': '2', 'TOV': '19', 'PF': '30', 'PTS': '124', '+/-': nan}",5,4,2,0
SAC,NYK,2019-12-13,"{'PLAYER': 'Team Totals', 'MP': '240', 'FG': '39', 'FGA': '83', 'FG%': '.470', '3P': '17', '3PA': '39', '3P%': '.436', 'FT': '6', 'FTA': '8', 'FT%': '.750', 'ORB': '8', 'DRB': '33', 'TRB': '41', 'AST': '19', 'STL': '0', 'BLK': '3', 'TOV': '13', 'PF': '18', 'PTS': '101', '+/-': nan}","{'PLAYER': 'Team Totals', 'MP': '240', 'FG': '44', 'FGA': '95', 'FG%': '.463', '3P': '9', '3PA': '30', '3P%': '.300', 'FT': '6', 'FTA': '10', 'FT%': '.600', 'ORB': '14', 'DRB': '34', 'TRB': '48', 'AST': '24', 'STL': '7', 'BLK': '3', 'TOV': '8', 'PF': '18', 'PTS': '103', '+/-': nan}",2,1,0,0
PHO,SAS,2019-12-14,"{'PLAYER': 'Team Totals', 'MP': '265', 'FG': '45', 'FGA': '103', 'FG%': '.437', '3P': '10', '3PA': '40', '3P%': '.250', 'FT': '19', 'FTA': '26', 'FT%': '.731', 'ORB': '6', 'DRB': '53', 'TRB': '59', 'AST': '29', 'STL': '5', 'BLK': '5', 'TOV': '10', 'PF': '24', 'PTS': '119', '+/-': nan}","{'PLAYER': 'Team Totals', 'MP': '265', 'FG': '44', 'FGA': '106', 'FG%': '.415', '3P': '8', '3PA': '30', '3P%': '.267', 'FT': '25', 'FTA': '34', 'FT%': '.735', 'ORB': '10', 'DRB': '52', 'TRB': '62', 'AST': '23', 'STL': '6', 'BLK': '9', 'TOV': '11', 'PF': '22', 'PTS': '121', '+/-': nan}",3,0,0,0
CHI,LAC,2019-12-14,"{'PLAYER': 'Team Totals', 'MP': '240', 'FG': '40', 'FGA': '85', 'FG%': '.471', '3P': '14', '3PA': '31', '3P%': '.452', 'FT': '15', 'FTA': '18', 'FT%': '.833', 'ORB': '12', 'DRB': '38', 'TRB': '50', 'AST': '21', 'STL': '12', 'BLK': '9', 'TOV': '17', 'PF': '25', 'PTS': '109', '+/-': nan}","{'PLAYER': 'Team Totals', 'MP': '240', 'FG': '35', 'FGA': '80', 'FG%': '.438', '3P': '10', '3PA': '22', '3P%': '.455', 'FT': '26', 'FTA': '36', 'FT%': '.722', 'ORB': '8', 'DRB': '32', 'TRB': '40', 'AST': '20', 'STL': '9', 'BLK': '4', 'TOV': '15', 'PF': '17', 'PTS': '106', '+/-': nan}",3,1,0,0
MEM,WAS,2019-12-14,"{'PLAYER': 'Team Totals', 'MP': '240', 'FG': '48', 'FGA': '84', 'FG%': '.571', '3P': '11', '3PA': '27', '3P%': '.407', 'FT': '21', 'FTA': '24', 'FT%': '.875', 'ORB': '9', 'DRB': '37', 'TRB': '46', 'AST': '32', 'STL': '11', 'BLK': '7', 'TOV': '23', 'PF': '24', 'PTS': '128', '+/-': nan}","{'PLAYER': 'Team Totals', 'MP': '240', 'FG': '36', 'FGA': '85', 'FG%': '.424', '3P': '14', '3PA': '38', '3P%': '.368', 'FT': '25', 'FTA': '32', 'FT%': '.781', 'ORB': '11', 'DRB': '23', 'TRB': '34', 'AST': '22', 'STL': '12', 'BLK': '4', 'TOV': '18', 'PF': '22', 'PTS': '111', '+/-': nan}",3,0,0,0
MIL,CLE,2019-12-14,"{'PLAYER': 'Team Totals', 'MP': '240', 'FG': '46', 'FGA': '85', 'FG%': '.541', '3P': '14', '3PA': '37', '3P%': '.378', 'FT': '19', 'FTA': '26', 'FT%': '.731', 'ORB': '8', 'DRB': '33', 'TRB': '41', 'AST': '26', 'STL': '12', 'BLK': '6', 'TOV': '12', 'PF': '17', 'PTS': '125', '+/-': nan}","{'PLAYER': 'Team Totals', 'MP': '240', 'FG': '41', 'FGA': '90', 'FG%': '.456', '3P': '15', '3PA': '35', '3P%': '.429', 'FT': '11', 'FTA': '15', 'FT%': '.733', 'ORB': '12', 'DRB': '33', 'TRB': '45', 'AST': '27', 'STL': '10', 'BLK': '3', 'TOV': '18', 'PF': '19', 'PTS': '108', '+/-': nan}",2,0,0,0
DAL,MIA,2019-12-14,"{'PLAYER': 'Team Totals', 'MP': '265', 'FG': '45', 'FGA': '101', 'FG%': '.446', '3P': '17', '3PA': '44', '3P%': '.386', 'FT': '11', 'FTA': '17', 'FT%': '.647', 'ORB': '8', 'DRB': '40', 'TRB': '48', 'AST': '30', 'STL': '4', 'BLK': '3', 'TOV': '11', 'PF': '27', 'PTS': '118', '+/-': nan}","{'PLAYER': 'Team Totals', 'MP': '265', 'FG': '39', 'FGA': '91', 'FG%': '.429', '3P': '16', '3PA': '40', '3P%': '.400', 'FT': '28', 'FTA': '34', 'FT%': '.824', 'ORB': '5', 'DRB': '44', 'TRB': '49', 'AST': '27', 'STL': '8', 'BLK': '3', 'TOV': '8', 'PF': '18', 'PTS': '122', '+/-': nan}",3,0,0,0
HOU,DET,2019-12-14,"{'PLAYER': 'Team Totals', 'MP': '240', 'FG': '41', 'FGA': '102', 'FG%': '.402', '3P': '13', '3PA': '45', '3P%': '.289', 'FT': '12', 'FTA': '18', 'FT%': '.667', 'ORB': '11', 'DRB': '35', 'TRB': '46', 'AST': '18', 'STL': '9', 'BLK': '8', 'TOV': '11', 'PF': '19', 'PTS': '107', '+/-': nan}","{'PLAYER': 'Team Totals', 'MP': '240', 'FG': '41', 'FGA': '92', 'FG%': '.446', '3P': '12', '3PA': '37', '3P%': '.324', 'FT': '21', 'FTA': '25', 'FT%': '.840', 'ORB': '11', 'DRB': '44', 'TRB': '55', 'AST': '27', 'STL': '6', 'BLK': '6', 'TOV': '14', 'PF': '15', 'PTS': '115', '+/-': nan}",2,1,0,0
DEN,OKC,2019-12-14,"{'PLAYER': 'Team Totals', 'MP': '240', 'FG': '43', 'FGA': '85', 'FG%': '.506', '3P': '7', '3PA': '27', '3P%': '.259', 'FT': '17', 'FTA': '23', 'FT%': '.739', 'ORB': '10', 'DRB': '34', 'TRB': '44', 'AST': '30', 'STL': '6', 'BLK': '3', 'TOV': '15', 'PF': '23', 'PTS': '110', '+/-': nan}","{'PLAYER': 'Team Totals', 'MP': '240', 'FG': '38', 'FGA': '81', 'FG%': '.469', '3P': '6', '3PA': '23', '3P%': '.261', 'FT': '20', 'FTA': '23', 'FT%': '.870', 'ORB': '7', 'DRB': '30', 'TRB': '37', 'AST': '22', 'STL': '7', 'BLK': '3', 'TOV': '15', 'PF': '23', 'PTS': '102', '+/-': nan}",2,0,0,0
NOP,ORL,2019-12-15,"{'PLAYER': 'Team Totals', 'MP': '240', 'FG': '47', 'FGA': '88', 'FG%': '.534', '3P': '19', '3PA': '43', '3P%': '.442', 'FT': '6', 'FTA': '12', 'FT%': '.500', 'ORB': '11', 'DRB': '29', 'TRB': '40', 'AST': '34', 'STL': '6', 'BLK': '7', 'TOV': '17', 'PF': '21', 'PTS': '119', '+/-': nan}","{'PLAYER': 'Team Totals', 'MP': '240', 'FG': '46', 'FGA': '89', 'FG%': '.517', '3P': '17', '3PA': '34', '3P%': '.500', 'FT': '21', 'FTA': '26', 'FT%': '.808', 'ORB': '8', 'DRB': '31', 'TRB': '39', 'AST': '32', 'STL': '8', 'BLK': '2', 'TOV': '9', 'PF': '15', 'PTS': '130', '+/-': nan}",4,0,0,0
IND,CHO,2019-12-15,"{'PLAYER': 'Team Totals', 'MP': '240', 'FG': '40', 'FGA': '88', 'FG%': '.455', '3P': '10', '3PA': '35', '3P%': '.286', 'FT': '17', 'FTA': '20', 'FT%': '.850', 'ORB': '8', 'DRB': '43', 'TRB': '51', 'AST': '30', 'STL': '6', 'BLK': '9', 'TOV': '9', 'PF': '25', 'PTS': '107', '+/-': nan}","{'PLAYER': 'Team Totals', 'MP': '240', 'FG': '28', 'FGA': '91', 'FG%': '.308', '3P': '5', '3PA': '32', '3P%': '.156', 'FT': '24', 'FTA': '35', 'FT%': '.686', 'ORB': '17', 'DRB': '39', 'TRB': '56', 'AST': '18', 'STL': '4', 'BLK': '5', 'TOV': '10', 'PF': '21', 'PTS': '85', '+/-': nan}",1,0,0,0
ATL,LAL,2019-12-15,"{'PLAYER': 'Team Totals', 'MP': '240', 'FG': '31', 'FGA': '86', 'FG%': '.360', '3P': '12', '3PA': '42', '3P%': '.286', 'FT': '22', 'FTA': '25', 'FT%': '.880', 'ORB': '8', 'DRB': '34', 'TRB': '42', 'AST': '18', 'STL': '8', 'BLK': '5', 'TOV': '19', 'PF': '27', 'PTS': '96', '+/-': nan}","{'PLAYER': 'Team Totals', 'MP': '240', 'FG': '36', 'FGA': '84', 'FG%': '.429', '3P': '5', '3PA': '31', '3P%': '.161', 'FT': '24', 'FTA': '33', 'FT%': '.727', 'ORB': '13', 'DRB': '43', 'TRB': '56', 'AST': '21', 'STL': '14', 'BLK': '9', 'TOV': '22', 'PF': '24', 'PTS': '101', '+/-': nan}",3,1,0,0
