home_team,away_team,date,home_team_box,away_team_box,pt20_scorers,pt30_scorers,pt40_scorers,pt50_scorers
LAC,SAS,2020-02-03,"{'PLAYER': 'Team Totals', 'MP': '240', 'FG': '39', 'FGA': '84', 'FG%': '.464', '3P': '11', '3PA': '27', '3P%': '.407', 'FT': '19', 'FTA': '24', 'FT%': '.792', 'ORB': '5', 'DRB': '46', 'TRB': '51', 'AST': '28', 'STL': '3', 'BLK': '2', 'TOV': '12', 'PF': '18', 'PTS': '108', '+/-': nan}","{'PLAYER': 'Team Totals', 'MP': '240', 'FG': '40', 'FGA': '95', 'FG%': '.421', '3P': '12', '3PA': '37', '3P%': '.324', 'FT': '13', 'FTA': '16', 'FT%': '.813', 'ORB': '6', 'DRB': '40', 'TRB': '46', 'AST': '21', 'STL': '5', 'BLK': '9', 'TOV': '6', 'PF': '20', 'PTS': '105', '+/-': nan}",3,0,0,0
NOP,MIL,2020-02-04,"{'PLAYER': 'Team Totals', 'MP': '240', 'FG': '38', 'FGA': '99', 'FG%': '.384', '3P': '14', '3PA': '49', '3P%': '.286', 'FT': '18', 'FTA': '24', 'FT%': '.750', 'ORB': '8', 'DRB': '41', 'TRB': '49', 'AST': '26', 'STL': '10', 'BLK': '6', 'TOV': '17', 'PF': '17', 'PTS': '108', '+/-': nan}","{'PLAYER': 'Team Totals', 'MP': '240', 'FG': '48', 'FGA': '102', 'FG%': '.471', '3P': '11', '3PA': '36', '3P%': '.306', 'FT': '13', 'FTA': '17', 'FT%': '.765', 'ORB': '8', 'DRB': '45', 'TRB': '53', 'AST': '34', 'STL': '11', 'BLK': '7', 'TOV': '17', 'PF': '19', 'PTS': '120', '+/-': nan}",2,2,0,0
HOU,CHO,2020-02-04,"{'PLAYER': 'Team Totals', 'MP': '240', 'FG': '43', 'FGA': '97', 'FG%': '.443', '3P': '20', '3PA': '60', '3P%': '.333', 'FT': '19', 'FTA': '23', 'FT%': '.826', 'ORB': '7', 'DRB': '34', 'TRB': '41', 'AST': '25', 'STL': '11', 'BLK': '5', 'TOV': '4', 'PF': '19', 'PTS': '125', '+/-': nan}","{'PLAYER': 'Team Totals', 'MP': '240', 'FG': '39', 'FGA': '83', 'FG%': '.470', '3P': '13', '3PA': '33', '3P%': '.394', 'FT': '19', 'FTA': '24', 'FT%': '.792', 'ORB': '12', 'DRB': '41', 'TRB': '53', 'AST': '22', 'STL': '2', 'BLK': '2', 'TOV': '17', 'PF': '18', 'PTS': '110', '+/-': nan}",2,1,0,0
DEN,POR,2020-02-04,"{'PLAYER': 'Team Totals', 'MP': '240', 'FG': '46', 'FGA': '90', 'FG%': '.511', '3P': '17', '3PA': '34', '3P%': '.500', 'FT': '18', 'FTA': '25', 'FT%': '.720', 'ORB': '12', 'DRB': '38', 'TRB': '50', 'AST': '30', 'STL': '5', 'BLK': '7', 'TOV': '13', 'PF': '22', 'PTS': '127', '+/-': nan}","{'PLAYER': 'Team Totals', 'MP': '240', 'FG': '36', 'FGA': '91', 'FG%': '.396', '3P': '9', '3PA': '31', '3P%': '.290', 'FT': '18', 'FTA': '22', 'FT%': '.818', 'ORB': '9', 'DRB': '27', 'TRB': '36', 'AST': '16', 'STL': '5', 'BLK': '6', 'TOV': '9', 'PF': '22', 'PTS': '99', '+/-': nan}",2,0,0,0
LAL,SAS,2020-02-04,"{'PLAYER': 'Team Totals', 'MP': '240', 'FG': '50', 'FGA': '85', 'FG%': '.588', '3P': '12', '3PA': '28', '3P%': '.429', 'FT': '17', 'FTA': '25', 'FT%': '.680', 'ORB': '12', 'DRB': '46', 'TRB': '58', 'AST': '28', 'STL': '5', 'BLK': '4', 'TOV': '14', 'PF': '15', 'PTS': '129', '+/-': nan}","{'PLAYER': 'Team Totals', 'MP': '240', 'FG': '40', 'FGA': '91', 'FG%': '.440', '3P': '13', '3PA': '27', '3P%': '.481', 'FT': '9', 'FTA': '15', 'FT%': '.600', 'ORB': '7', 'DRB': '21', 'TRB': '28', 'AST': '21', 'STL': '6', 'BLK': '2', 'TOV': '6', 'PF': '16', 'PTS': '102', '+/-': nan}",2,1,0,0
DET,PHO,2020-02-05,"{'PLAYER': 'Team Totals', 'MP': '240', 'FG': '46', 'FGA': '95', 'FG%': '.484', '3P': '12', '3PA': '28', '3P%': '.429', 'FT': '12', 'FTA': '16', 'FT%': '.750', 'ORB': '14', 'DRB': '28', 'TRB': '42', 'AST': '31', 'STL': '9', 'BLK': '2', 'TOV': '6', 'PF': '15', 'PTS': '116', '+/-': nan}","{'PLAYER': 'Team Totals', 'MP': '240', 'FG': '42', 'FGA': '77', 'FG%': '.545', '3P': '12', '3PA': '26', '3P%': '.462', 'FT': '12', 'FTA': '15', 'FT%': '.800', 'ORB': '7', 'DRB': '30', 'TRB': '37', 'AST': '29', 'STL': '4', 'BLK': '5', 'TOV': '15', 'PF': '21', 'PTS': '108', '+/-': nan}",6,1,0,0
TOR,IND,2020-02-05,"{'PLAYER': 'Team Totals', 'MP': '240', 'FG': '43', 'FGA': '86', 'FG%': '.500', '3P': '12', '3PA': '32', '3P%': '.375', 'FT': '21', 'FTA': '24', 'FT%': '.875', 'ORB': '7', 'DRB': '30', 'TRB': '37', 'AST': '27', 'STL': '12', 'BLK': '0', 'TOV': '10', 'PF': '17', 'PTS': '119', '+/-': nan}","{'PLAYER': 'Team Totals', 'MP': '240', 'FG': '43', 'FGA': '82', 'FG%': '.524', '3P': '19', '3PA': '39', '3P%': '.487', 'FT': '13', 'FTA': '16', 'FT%': '.813', 'ORB': '8', 'DRB': '34', 'TRB': '42', 'AST': '29', 'STL': '6', 'BLK': '5', 'TOV': '18', 'PF': '18', 'PTS': '118', '+/-': nan}",5,1,0,0
BOS,ORL,2020-02-05,"{'PLAYER': 'Team Totals', 'MP': '240', 'FG': '46', 'FGA': '86', 'FG%': '.535', '3P': '13', '3PA': '23', '3P%': '.565', 'FT': '11', 'FTA': '16', 'FT%': '.688', 'ORB': '6', 'DRB': '35', 'TRB': '41', 'AST': '23', 'STL': '10', 'BLK': '6', 'TOV': '12', 'PF': '19', 'PTS': '116', '+/-': nan}","{'PLAYER': 'Team Totals', 'MP': '240', 'FG': '32', 'FGA': '75', 'FG%': '.427', '3P': '13', '3PA': '31', '3P%': '.419', 'FT': '23', 'FTA': '30', 'FT%': '.767', 'ORB': '9', 'DRB': '30', 'TRB': '39', 'AST': '20', 'STL': '10', 'BLK': '6', 'TOV': '17', 'PF': '13', 'PTS': '100', '+/-': nan}",4,1,0,0
MIN,ATL,2020-02-05,"{'PLAYER': 'Team Totals', 'MP': '240', 'FG': '45', 'FGA': '91', 'FG%': '.495', '3P': '9', '3PA': '35', '3P%': '.257', 'FT': '21', 'FTA': '28', 'FT%': '.750', 'ORB': '6', 'DRB': '27', 'TRB': '33', 'AST': '18', 'STL': '13', 'BLK': '7', 'TOV': '16', 'PF': '21', 'PTS': '120', '+/-': nan}","{'PLAYER': 'Team Totals', 'MP': '240', 'FG': '43', 'FGA': '82', 'FG%': '.524', '3P': '13', '3PA': '32', '3P%': '.406', 'FT': '28', 'FTA': '30', 'FT%': '.933', 'ORB': '7', 'DRB': '37', 'TRB': '44', 'AST': '23', 'STL': '7', 'BLK': '4', 'TOV': '19', 'PF': '22', 'PTS': '127', '+/-': nan}",5,1,0,0
OKC,CLE,2020-02-05,"{'PLAYER': 'Team Totals', 'MP': '240', 'FG': '38', 'FGA': '81', 'FG%': '.469', '3P': '9', '3PA': '26', '3P%': '.346', 'FT': '24', 'FTA': '30', 'FT%': '.800', 'ORB': '5', 'DRB': '35', 'TRB': '40', 'AST': '21', 'STL': '9', 'BLK': '6', 'TOV': '12', 'PF': '15', 'PTS': '109', '+/-': nan}","{'PLAYER': 'Team Totals', 'MP': '240', 'FG': '41', 'FGA': '89', 'FG%': '.461', '3P': '15', '3PA': '38', '3P%': '.395', 'FT': '6', 'FTA': '11', 'FT%': '.545', 'ORB': '9', 'DRB': '36', 'TRB': '45', 'AST': '31', 'STL': '4', 'BLK': '2', 'TOV': '19', 'PF': '24', 'PTS': '103', '+/-': nan}",3,0,0,0
DAL,MEM,2020-02-05,"{'PLAYER': 'Team Totals', 'MP': '240', 'FG': '34', 'FGA': '94', 'FG%': '.362', '3P': '17', '3PA': '43', '3P%': '.395', 'FT': '22', 'FTA': '24', 'FT%': '.917', 'ORB': '12', 'DRB': '30', 'TRB': '42', 'AST': '19', 'STL': '5', 'BLK': '6', 'TOV': '9', 'PF': '18', 'PTS': '107', '+/-': nan}","{'PLAYER': 'Team Totals', 'MP': '240', 'FG': '47', 'FGA': '89', 'FG%': '.528', '3P': '12', '3PA': '25', '3P%': '.480', 'FT': '15', 'FTA': '20', 'FT%': '.750', 'ORB': '10', 'DRB': '42', 'TRB': '52', 'AST': '27', 'STL': '6', 'BLK': '4', 'TOV': '10', 'PF': '24', 'PTS': '121', '+/-': nan}",2,1,0,0
UTA,DEN,2020-02-05,"{'PLAYER': 'Team Totals', 'MP': '240', 'FG': '36', 'FGA': '86', 'FG%': '.419', '3P': '14', '3PA': '39', '3P%': '.359', 'FT': '9', 'FTA': '14', 'FT%': '.643', 'ORB': '7', 'DRB': '39', 'TRB': '46', 'AST': '20', 'STL': '5', 'BLK': '1', 'TOV': '14', 'PF': '16', 'PTS': '95', '+/-': nan}","{'PLAYER': 'Team Totals', 'MP': '240', 'FG': '39', 'FGA': '90', 'FG%': '.433', '3P': '7', '3PA': '30', '3P%': '.233', 'FT': '13', 'FTA': '18', 'FT%': '.722', 'ORB': '13', 'DRB': '39', 'TRB': '52', 'AST': '23', 'STL': '8', 'BLK': '5', 'TOV': '11', 'PF': '17', 'PTS': '98', '+/-': nan}",3,1,0,0
LAC,MIA,2020-02-05,"{'PLAYER': 'Team Totals', 'MP': '240', 'FG': '45', 'FGA': '89', 'FG%': '.506', '3P': '24', '3PA': '54', '3P%': '.444', 'FT': '14', 'FTA': '19', 'FT%': '.737', 'ORB': '8', 'DRB': '43', 'TRB': '51', 'AST': '35', 'STL': '6', 'BLK': '5', 'TOV': '11', 'PF': '21', 'PTS': '128', '+/-': nan}","{'PLAYER': 'Team Totals', 'MP': '240', 'FG': '40', 'FGA': '93', 'FG%': '.430', '3P': '16', '3PA': '42', '3P%': '.381', 'FT': '15', 'FTA': '21', 'FT%': '.714', 'ORB': '10', 'DRB': '36', 'TRB': '46', 'AST': '29', 'STL': '7', 'BLK': '2', 'TOV': '8', 'PF': '16', 'PTS': '111', '+/-': nan}",4,0,0,0
NYK,ORL,2020-02-06,"{'PLAYER': 'Team Totals', 'MP': '240', 'FG': '43', 'FGA': '92', 'FG%': '.467', '3P': '6', '3PA': '20', '3P%': '.300', 'FT': '13', 'FTA': '19', 'FT%': '.684', 'ORB': '10', 'DRB': '29', 'TRB': '39', 'AST': '27', 'STL': '12', 'BLK': '5', 'TOV': '13', 'PF': '23', 'PTS': '105', '+/-': nan}","{'PLAYER': 'Team Totals', 'MP': '240', 'FG': '34', 'FGA': '75', 'FG%': '.453', '3P': '9', '3PA': '31', '3P%': '.290', 'FT': '26', 'FTA': '30', 'FT%': '.867', 'ORB': '7', 'DRB': '32', 'TRB': '39', 'AST': '22', 'STL': '8', 'BLK': '9', 'TOV': '20', 'PF': '20', 'PTS': '103', '+/-': nan}",2,0,0,0
CHI,NOP,2020-02-06,"{'PLAYER': 'Team Totals', 'MP': '240', 'FG': '46', 'FGA': '93', 'FG%': '.495', '3P': '13', '3PA': '29', '3P%': '.448', 'FT': '14', 'FTA': '23', 'FT%': '.609', 'ORB': '11', 'DRB': '29', 'TRB': '40', 'AST': '25', 'STL': '11', 'BLK': '1', 'TOV': '15', 'PF': '16', 'PTS': '119', '+/-': nan}","{'PLAYER': 'Team Totals', 'MP': '240', 'FG': '49', 'FGA': '87', 'FG%': '.563', '3P': '16', '3PA': '38', '3P%': '.421', 'FT': '11', 'FTA': '19', 'FT%': '.579', 'ORB': '9', 'DRB': '36', 'TRB': '45', 'AST': '38', 'STL': '12', 'BLK': '7', 'TOV': '21', 'PF': '20', 'PTS': '125', '+/-': nan}",2,0,0,0
MIL,PHI,2020-02-06,"{'PLAYER': 'Team Totals', 'MP': '240', 'FG': '44', 'FGA': '94', 'FG%': '.468', '3P': '12', '3PA': '37', '3P%': '.324', 'FT': '12', 'FTA': '18', 'FT%': '.667', 'ORB': '9', 'DRB': '51', 'TRB': '60', 'AST': '19', 'STL': '3', 'BLK': '8', 'TOV': '14', 'PF': '18', 'PTS': '112', '+/-': nan}","{'PLAYER': 'Team Totals', 'MP': '240', 'FG': '37', 'FGA': '99', 'FG%': '.374', '3P': '19', '3PA': '45', '3P%': '.422', 'FT': '8', 'FTA': '14', 'FT%': '.571', 'ORB': '11', 'DRB': '39', 'TRB': '50', 'AST': '24', 'STL': '7', 'BLK': '4', 'TOV': '11', 'PF': '14', 'PTS': '101', '+/-': nan}",2,1,0,0
POR,SAS,2020-02-06,"{'PLAYER': 'Team Totals', 'MP': '240', 'FG': '49', 'FGA': '92', 'FG%': '.533', '3P': '18', '3PA': '37', '3P%': '.486', 'FT': '9', 'FTA': '12', 'FT%': '.750', 'ORB': '9', 'DRB': '41', 'TRB': '50', 'AST': '28', 'STL': '2', 'BLK': '6', 'TOV': '12', 'PF': '19', 'PTS': '125', '+/-': nan}","{'PLAYER': 'Team Totals', 'MP': '240', 'FG': '41', 'FGA': '92', 'FG%': '.446', '3P': '10', '3PA': '28', '3P%': '.357', 'FT': '25', 'FTA': '28', 'FT%': '.893', 'ORB': '8', 'DRB': '31', 'TRB': '39', 'AST': '25', 'STL': '9', 'BLK': '3', 'TOV': '4', 'PF': '10', 'PTS': '117', '+/-': nan}",3,0,0,0
LAL,HOU,2020-02-06,"{'PLAYER': 'Team Totals', 'MP': '240', 'FG': '45', 'FGA': '91', 'FG%': '.495', '3P': '9', '3PA': '31', '3P%': '.290', 'FT': '12', 'FTA': '16', 'FT%': '.750', 'ORB': '6', 'DRB': '32', 'TRB': '38', 'AST': '33', 'STL': '10', 'BLK': '4', 'TOV': '15', 'PF': '18', 'PTS': '111', '+/-': nan}","{'PLAYER': 'Team Totals', 'MP': '240', 'FG': '43', 'FGA': '85', 'FG%': '.506', '3P': '19', '3PA': '42', '3P%': '.452', 'FT': '16', 'FTA': '18', 'FT%': '.889', 'ORB': '6', 'DRB': '31', 'TRB': '37', 'AST': '20', 'STL': '8', 'BLK': '4', 'TOV': '16', 'PF': '22', 'PTS': '121', '+/-': nan}",2,2,1,0
WAS,DAL,2020-02-07,"{'PLAYER': 'Team Totals', 'MP': '240', 'FG': '45', 'FGA': '90', 'FG%': '.500', '3P': '19', '3PA': '38', '3P%': '.500', 'FT': '10', 'FTA': '13', 'FT%': '.769', 'ORB': '8', 'DRB': '31', 'TRB': '39', 'AST': '28', 'STL': '8', 'BLK': '4', 'TOV': '13', 'PF': '19', 'PTS': '119', '+/-': nan}","{'PLAYER': 'Team Totals', 'MP': '240', 'FG': '42', 'FGA': '91', 'FG%': '.462', '3P': '16', '3PA': '40', '3P%': '.400', 'FT': '18', 'FTA': '21', 'FT%': '.857', 'ORB': '15', 'DRB': '34', 'TRB': '49', 'AST': '27', 'STL': '7', 'BLK': '2', 'TOV': '13', 'PF': '21', 'PTS': '118', '+/-': nan}",1,0,0,0
PHI,MEM,2020-02-07,"{'PLAYER': 'Team Totals', 'MP': '240', 'FG': '48', 'FGA': '90', 'FG%': '.533', '3P': '14', '3PA': '25', '3P%': '.560', 'FT': '9', 'FTA': '15', 'FT%': '.600', 'ORB': '10', 'DRB': '40', 'TRB': '50', 'AST': '34', 'STL': '8', 'BLK': '11', 'TOV': '20', 'PF': '25', 'PTS': '119', '+/-': nan}","{'PLAYER': 'Team Totals', 'MP': '240', 'FG': '38', 'FGA': '93', 'FG%': '.409', '3P': '5', '3PA': '21', '3P%': '.238', 'FT': '26', 'FTA': '31', 'FT%': '.839', 'ORB': '9', 'DRB': '31', 'TRB': '40', 'AST': '25', 'STL': '13', 'BLK': '6', 'TOV': '14', 'PF': '15', 'PTS': '107', '+/-': nan}",3,1,0,0
BOS,ATL,2020-02-07,"{'PLAYER': 'Team Totals', 'MP': '240', 'FG': '37', 'FGA': '86', 'FG%': '.430', '3P': '16', '3PA': '37', '3P%': '.432', 'FT': '22', 'FTA': '27', 'FT%': '.815', 'ORB': '11', 'DRB': '36', 'TRB': '47', 'AST': '23', 'STL': '5', 'BLK': '8', 'TOV': '13', 'PF': '18', 'PTS': '112', '+/-': nan}","{'PLAYER': 'Team Totals', 'MP': '240', 'FG': '35', 'FGA': '86', 'FG%': '.407', '3P': '13', '3PA': '39', '3P%': '.333', 'FT': '24', 'FTA': '26', 'FT%': '.923', 'ORB': '12', 'DRB': '34', 'TRB': '46', 'AST': '21', 'STL': '7', 'BLK': '8', 'TOV': '14', 'PF': '21', 'PTS': '107', '+/-': nan}",4,1,0,0
OKC,DET,2020-02-07,"{'PLAYER': 'Team Totals', 'MP': '240', 'FG': '39', 'FGA': '76', 'FG%': '.513', '3P': '5', '3PA': '23', '3P%': '.217', 'FT': '25', 'FTA': '30', 'FT%': '.833', 'ORB': '9', 'DRB': '33', 'TRB': '42', 'AST': '21', 'STL': '4', 'BLK': '6', 'TOV': '11', 'PF': '23', 'PTS': '108', '+/-': nan}","{'PLAYER': 'Team Totals', 'MP': '240', 'FG': '38', 'FGA': '89', 'FG%': '.427', '3P': '11', '3PA': '38', '3P%': '.289', 'FT': '14', 'FTA': '19', 'FT%': '.737', 'ORB': '14', 'DRB': '23', 'TRB': '37', 'AST': '19', 'STL': '7', 'BLK': '1', 'TOV': '9', 'PF': '23', 'PTS': '101', '+/-': nan}",4,0,0,0
IND,TOR,2020-02-07,"{'PLAYER': 'Team Totals', 'MP': '240', 'FG': '39', 'FGA': '86', 'FG%': '.453', '3P': '10', '3PA': '34', '3P%': '.294', 'FT': '18', 'FTA': '22', 'FT%': '.818', 'ORB': '11', 'DRB': '36', 'TRB': '47', 'AST': '26', 'STL': '5', 'BLK': '5', 'TOV': '20', 'PF': '18', 'PTS': '106', '+/-': nan}","{'PLAYER': 'Team Totals', 'MP': '240', 'FG': '42', 'FGA': '88', 'FG%': '.477', '3P': '17', '3PA': '38', '3P%': '.447', 'FT': '14', 'FTA': '17', 'FT%': '.824', 'ORB': '8', 'DRB': '31', 'TRB': '39', 'AST': '28', 'STL': '12', 'BLK': '3', 'TOV': '16', 'PF': '22', 'PTS': '115', '+/-': nan}",1,0,0,0
PHO,HOU,2020-02-07,"{'PLAYER': 'Team Totals', 'MP': '240', 'FG': '43', 'FGA': '77', 'FG%': '.558', '3P': '15', '3PA': '31', '3P%': '.484', 'FT': '26', 'FTA': '27', 'FT%': '.963', 'ORB': '10', 'DRB': '41', 'TRB': '51', 'AST': '29', 'STL': '10', 'BLK': '9', 'TOV': '23', 'PF': '15', 'PTS': '127', '+/-': nan}","{'PLAYER': 'Team Totals', 'MP': '240', 'FG': '29', 'FGA': '85', 'FG%': '.341', '3P': '11', '3PA': '48', '3P%': '.229', 'FT': '22', 'FTA': '26', 'FT%': '.846', 'ORB': '8', 'DRB': '21', 'TRB': '29', 'AST': '16', 'STL': '8', 'BLK': '5', 'TOV': '15', 'PF': '21', 'PTS': '91', '+/-': nan}",3,3,0,0
SAC,MIA,2020-02-07,"{'PLAYER': 'Team Totals', 'MP': '240', 'FG': '40', 'FGA': '82', 'FG%': '.488', '3P': '19', '3PA': '44', '3P%': '.432', 'FT': '6', 'FTA': '12', 'FT%': '.500', 'ORB': '6', 'DRB': '30', 'TRB': '36', 'AST': '29', 'STL': '8', 'BLK': '3', 'TOV': '14', 'PF': '24', 'PTS': '105', '+/-': nan}","{'PLAYER': 'Team Totals', 'MP': '240', 'FG': '34', 'FGA': '77', 'FG%': '.442', '3P': '12', '3PA': '40', '3P%': '.300', 'FT': '17', 'FTA': '25', 'FT%': '.680', 'ORB': '7', 'DRB': '35', 'TRB': '42', 'AST': '21', 'STL': '7', 'BLK': '5', 'TOV': '20', 'PF': '16', 'PTS': '97', '+/-': nan}",3,0,0,0
UTA,POR,2020-02-07,"{'PLAYER': 'Team Totals', 'MP': '240', 'FG': '45', 'FGA': '91', 'FG%': '.495', '3P': '10', '3PA': '30', '3P%': '.333', 'FT': '17', 'FTA': '24', 'FT%': '.708', 'ORB': '13', 'DRB': '43', 'TRB': '56', 'AST': '21', 'STL': '6', 'BLK': '2', 'TOV': '15', 'PF': '19', 'PTS': '117', '+/-': nan}","{'PLAYER': 'Team Totals', 'MP': '240', 'FG': '44', 'FGA': '97', 'FG%': '.454', '3P': '17', '3PA': '40', '3P%': '.425', 'FT': '9', 'FTA': '14', 'FT%': '.643', 'ORB': '10', 'DRB': '33', 'TRB': '43', 'AST': '14', 'STL': '9', 'BLK': '4', 'TOV': '9', 'PF': '18', 'PTS': '114', '+/-': nan}",3,1,1,0
ORL,MIL,2020-02-08,"{'PLAYER': 'Team Totals', 'MP': '240', 'FG': '37', 'FGA': '98', 'FG%': '.378', '3P': '10', '3PA': '40', '3P%': '.250', 'FT': '11', 'FTA': '14', 'FT%': '.786', 'ORB': '10', 'DRB': '36', 'TRB': '46', 'AST': '28', 'STL': '10', 'BLK': '6', 'TOV': '9', 'PF': '15', 'PTS': '95', '+/-': nan}","{'PLAYER': 'Team Totals', 'MP': '240', 'FG': '42', 'FGA': '93', 'FG%': '.452', '3P': '15', '3PA': '39', '3P%': '.385', 'FT': '12', 'FTA': '16', 'FT%': '.750', 'ORB': '10', 'DRB': '52', 'TRB': '62', 'AST': '26', 'STL': '4', 'BLK': '5', 'TOV': '16', 'PF': '11', 'PTS': '111', '+/-': nan}",3,0,0,0
CHO,DAL,2020-02-08,"{'PLAYER': 'Team Totals', 'MP': '240', 'FG': '38', 'FGA': '87', 'FG%': '.437', '3P': '11', '3PA': '36', '3P%': '.306', 'FT': '13', 'FTA': '18', 'FT%': '.722', 'ORB': '12', 'DRB': '27', 'TRB': '39', 'AST': '15', 'STL': '5', 'BLK': '4', 'TOV': '10', 'PF': '13', 'PTS': '100', '+/-': nan}","{'PLAYER': 'Team Totals', 'MP': '240', 'FG': '44', 'FGA': '87', 'FG%': '.506', '3P': '17', '3PA': '35', '3P%': '.486', 'FT': '11', 'FTA': '11', 'FT%': '1.000', 'ORB': '11', 'DRB': '35', 'TRB': '46', 'AST': '29', 'STL': '5', 'BLK': '6', 'TOV': '10', 'PF': '18', 'PTS': '116', '+/-': nan}",2,0,0,0
DET,NYK,2020-02-08,"{'PLAYER': 'Team Totals', 'MP': '240', 'FG': '34', 'FGA': '69', 'FG%': '.493', '3P': '13', '3PA': '29', '3P%': '.448', 'FT': '11', 'FTA': '16', 'FT%': '.688', 'ORB': '3', 'DRB': '25', 'TRB': '28', 'AST': '21', 'STL': '5', 'BLK': '7', 'TOV': '16', 'PF': '19', 'PTS': '92', '+/-': nan}","{'PLAYER': 'Team Totals', 'MP': '240', 'FG': '38', 'FGA': '85', 'FG%': '.447', '3P': '8', '3PA': '22', '3P%': '.364', 'FT': '11', 'FTA': '17', 'FT%': '.647', 'ORB': '16', 'DRB': '31', 'TRB': '47', 'AST': '24', 'STL': '5', 'BLK': '6', 'TOV': '15', 'PF': '21', 'PTS': '95', '+/-': nan}",0,0,0,0
IND,NOP,2020-02-08,"{'PLAYER': 'Team Totals', 'MP': '240', 'FG': '44', 'FGA': '83', 'FG%': '.530', '3P': '9', '3PA': '26', '3P%': '.346', 'FT': '20', 'FTA': '27', 'FT%': '.741', 'ORB': '2', 'DRB': '35', 'TRB': '37', 'AST': '25', 'STL': '5', 'BLK': '9', 'TOV': '14', 'PF': '25', 'PTS': '117', '+/-': nan}","{'PLAYER': 'Team Totals', 'MP': '240', 'FG': '44', 'FGA': '95', 'FG%': '.463', '3P': '15', '3PA': '38', '3P%': '.395', 'FT': '21', 'FTA': '25', 'FT%': '.840', 'ORB': '16', 'DRB': '37', 'TRB': '53', 'AST': '27', 'STL': '8', 'BLK': '2', 'TOV': '15', 'PF': '24', 'PTS': '124', '+/-': nan}",4,1,0,0
MIN,LAC,2020-02-08,"{'PLAYER': 'Team Totals', 'MP': '240', 'FG': '52', 'FGA': '95', 'FG%': '.547', '3P': '26', '3PA': '44', '3P%': '.591', 'FT': '12', 'FTA': '18', 'FT%': '.667', 'ORB': '9', 'DRB': '37', 'TRB': '46', 'AST': '39', 'STL': '8', 'BLK': '3', 'TOV': '12', 'PF': '21', 'PTS': '142', '+/-': nan}","{'PLAYER': 'Team Totals', 'MP': '240', 'FG': '41', 'FGA': '86', 'FG%': '.477', '3P': '9', '3PA': '26', '3P%': '.346', 'FT': '24', 'FTA': '29', 'FT%': '.828', 'ORB': '8', 'DRB': '35', 'TRB': '43', 'AST': '24', 'STL': '8', 'BLK': '5', 'TOV': '15', 'PF': '17', 'PTS': '115', '+/-': nan}",5,0,0,0
GSW,LAL,2020-02-08,"{'PLAYER': 'Team Totals', 'MP': '240', 'FG': '46', 'FGA': '89', 'FG%': '.517', '3P': '13', '3PA': '32', '3P%': '.406', 'FT': '15', 'FTA': '23', 'FT%': '.652', 'ORB': '8', 'DRB': '25', 'TRB': '33', 'AST': '31', 'STL': '15', 'BLK': '6', 'TOV': '18', 'PF': '27', 'PTS': '120', '+/-': nan}","{'PLAYER': 'Team Totals', 'MP': '240', 'FG': '43', 'FGA': '82', 'FG%': '.524', '3P': '14', '3PA': '29', '3P%': '.483', 'FT': '25', 'FTA': '34', 'FT%': '.735', 'ORB': '12', 'DRB': '35', 'TRB': '47', 'AST': '29', 'STL': '11', 'BLK': '2', 'TOV': '24', 'PF': '22', 'PTS': '125', '+/-': nan}",5,0,0,0
PHO,DEN,2020-02-08,"{'PLAYER': 'Team Totals', 'MP': '240', 'FG': '38', 'FGA': '87', 'FG%': '.437', '3P': '9', '3PA': '32', '3P%': '.281', 'FT': '23', 'FTA': '23', 'FT%': '1.000', 'ORB': '11', 'DRB': '30', 'TRB': '41', 'AST': '25', 'STL': '7', 'BLK': '4', 'TOV': '13', 'PF': '18', 'PTS': '108', '+/-': nan}","{'PLAYER': 'Team Totals', 'MP': '240', 'FG': '45', 'FGA': '82', 'FG%': '.549', '3P': '11', '3PA': '28', '3P%': '.393', 'FT': '16', 'FTA': '21', 'FT%': '.762', 'ORB': '8', 'DRB': '32', 'TRB': '40', 'AST': '23', 'STL': '7', 'BLK': '7', 'TOV': '14', 'PF': '22', 'PTS': '117', '+/-': nan}",4,1,0,0
SAC,SAS,2020-02-08,"{'PLAYER': 'Team Totals', 'MP': '240', 'FG': '45', 'FGA': '86', 'FG%': '.523', '3P': '19', '3PA': '35', '3P%': '.543', 'FT': '13', 'FTA': '20', 'FT%': '.650', 'ORB': '8', 'DRB': '31', 'TRB': '39', 'AST': '25', 'STL': '6', 'BLK': '2', 'TOV': '10', 'PF': '16', 'PTS': '122', '+/-': nan}","{'PLAYER': 'Team Totals', 'MP': '240', 'FG': '41', 'FGA': '81', 'FG%': '.506', '3P': '7', '3PA': '24', '3P%': '.292', 'FT': '13', 'FTA': '18', 'FT%': '.722', 'ORB': '8', 'DRB': '33', 'TRB': '41', 'AST': '23', 'STL': '7', 'BLK': '4', 'TOV': '14', 'PF': '22', 'PTS': '102', '+/-': nan}",2,1,0,0
